CensusTract,County Code,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractSeniorsProportion,TractWhite,TractBlack,TractBlackProportion,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
26163566600,26163,Michigan,Wayne County,1,2155,834,0,10,0.46,0,0,0,0,0,0,8.5,81635,1,1,1,1,1,0,0,0,1298,2137,1298,198,442,198,2137,99.19,442,20.51,449,20.84,345,16.03,1603,74.40,444,20.62,14,0.64,0,0.00,4,0.18,72,3.34,71,3.27,56,6.71,67,8.04,1298,60.24,198,9.18,284,13.17,177,8.19,852,39.52,399,18.53,5,0.23,0,0.00,1,0.04,41,1.91,37,1.71,17,2.07,41,4.89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,403,453,349,0.161948956,1619,445,0.20649652,14,0,4,73,72,54,64
26163566700,26163,Michigan,Wayne County,1,3973,1477,0,32,0.81,1,1,1,1,1,1,27.5,48833,1,1,1,1,1,0,0,1,626,3504,626,342,1655,342,3504,88.19,1655,41.65,882,22.20,311,7.84,3068,77.22,246,6.18,16,0.39,0,0.00,26,0.65,149,3.74,127,3.21,114,7.72,279,18.92,626,15.76,342,8.61,153,3.85,43,1.07,537,13.52,53,1.34,0,0.00,0,0.00,10,0.25,26,0.65,20,0.50,25,1.72,49,3.29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2029,987,362,0.091115026,3489,278,0.069972313,17,0,28,161,139,126,310
26163566800,26163,Michigan,Wayne County,1,3089,1166,0,47,1.52,1,1,1,1,1,1,25.0,44063,1,1,1,1,1,0,0,1,1008,3089,1008,509,1422,509,3089,100.00,1422,46.03,802,25.96,339,10.97,2448,79.25,445,14.41,34,1.10,2,0.06,14,0.45,146,4.73,108,3.50,107,9.15,223,19.16,1008,32.62,509,16.49,248,8.03,124,4.02,739,23.91,192,6.21,12,0.40,1,0.02,7,0.24,57,1.83,38,1.23,32,2.74,70,5.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1311,802,339,0.109744254,2448,445,0.144059566,34,2,14,146,108,102,210
26163566900,26163,Michigan,Wayne County,1,5097,1962,0,153,3.00,0,1,0,0,0,1,25.7,43162,0,1,0,1,0,0,0,0,35,2844,35,15,1278,15,2844,55.80,1278,25.07,691,13.55,379,7.43,2130,41.79,391,7.67,162,3.19,1,0.03,13,0.25,146,2.87,90,1.76,64,3.26,231,11.79,35,0.69,15,0.30,4,0.08,12,0.24,30,0.59,4,0.07,0,0.00,0,0.00,0,0.01,1,0.01,1,0.01,1,0.04,3,0.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2222,1259,604,0.118501079,3641,1037,0.203453012,185,3,23,208,151,102,406
26163567000,26163,Michigan,Wayne County,1,3587,1417,0,0,0.00,1,1,1,0,0,1,26.1,40000,1,1,1,1,1,0,0,0,862,2223,862,461,949,461,2223,61.97,949,26.46,547,15.26,325,9.05,528,14.71,1559,43.48,18,0.49,1,0.03,15,0.42,102,2.84,58,1.63,74,5.21,259,18.30,862,24.03,461,12.86,227,6.34,113,3.16,415,11.58,396,11.03,1,0.03,1,0.03,14,0.38,36,0.99,22,0.61,25,1.77,103,7.28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1919,897,456,0.127125732,1529,1771,0.493727349,22,1,26,238,225,111,373
26163567100,26163,Michigan,Wayne County,1,3613,1598,0,97,2.68,0,1,0,0,0,1,17.1,53361,0,1,0,1,0,0,0,0,94,1568,94,38,655,38,1568,43.39,655,18.12,302,8.36,288,7.97,1352,37.42,79,2.18,23,0.63,0,0.00,13,0.35,102,2.83,143,3.96,48,3.00,149,9.32,94,2.59,38,1.06,16,0.46,40,1.10,85,2.34,7,0.20,0,0.01,0,0.00,0,0.00,1,0.04,4,0.11,3,0.17,6,0.37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1480,731,574,0.158870745,3079,271,0.075006919,60,0,19,184,226,106,348
26163567201,26163,Michigan,Wayne County,1,3502,1377,0,9,0.26,0,0,0,0,0,0,9.6,68324,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,953,828,470,0.134209023,3268,105,0.029982867,43,0,10,76,127,41,101
26163567202,26163,Michigan,Wayne County,1,3016,1315,0,0,0.00,0,0,0,0,0,0,19.0,64926,0,1,0,1,0,0,0,0,NULL,1301,NULL,NULL,477,NULL,1301,43.13,477,15.81,275,9.11,115,3.81,809,26.82,419,13.88,31,1.01,0,0.00,3,0.11,40,1.31,52,1.71,19,1.47,109,8.27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,985,666,356,0.118037135,2320,571,0.189323607,43,0,12,70,97,47,226
26163567300,26163,Michigan,Wayne County,1,4455,1892,0,4,0.09,0,0,0,0,0,0,5.3,74224,0,1,0,1,0,0,0,0,14,2383,14,7,610,7,2383,53.50,610,13.68,465,10.43,349,7.84,1982,44.48,294,6.60,73,1.63,0,0.00,6,0.14,29,0.64,39,0.87,72,3.78,71,3.75,14,0.32,7,0.16,3,0.06,2,0.05,14,0.32,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.02,1,0.03,0,0.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,997,895,673,0.151066218,3916,350,0.078563412,103,0,11,75,95,132,131
26163567400,26163,Michigan,Wayne County,1,2727,1353,0,9,0.33,0,0,0,0,0,0,4.1,80907,0,1,0,1,0,0,0,0,69,2541,69,15,471,15,2541,93.19,471,17.27,317,11.62,834,30.59,2396,87.86,71,2.62,30,1.10,4,0.15,9,0.33,31,1.14,68,2.51,52,3.88,19,1.41,69,2.52,15,0.56,7,0.27,22,0.82,59,2.17,4,0.14,1,0.05,1,0.05,1,0.05,2,0.07,1,0.03,1,0.08,0,0.03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,513,350,865,0.317198387,2573,78,0.02860286,30,5,10,31,70,55,20
26163567800,26163,Michigan,Wayne County,1,5025,2337,0,0,0.00,0,0,0,0,0,0,10.7,77912,0,1,0,1,0,0,0,0,427,3021,427,67,531,67,3021,60.12,531,10.56,625,12.45,488,9.72,2528,50.31,331,6.59,70,1.40,0,0.00,6,0.11,86,1.72,118,2.34,55,2.35,239,10.23,427,8.51,67,1.33,83,1.65,42,0.84,242,4.82,157,3.11,6,0.13,0,0.00,2,0.04,20,0.40,21,0.41,7,0.28,40,1.73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1274,990,840,0.167164179,3937,786,0.15641791,107,0,19,176,215,187,433
26163567900,26163,Michigan,Wayne County,1,2929,1196,0,8,0.27,0,0,0,0,0,0,8.8,83295,0,1,0,1,0,0,0,0,NULL,1530,NULL,NULL,267,NULL,1530,52.24,267,9.10,306,10.44,263,8.99,1406,48.02,55,1.86,22,0.76,0,0.00,14,0.47,33,1.13,52,1.79,28,2.38,74,6.20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,685,628,426,0.14544213,2620,132,0.045066576,36,1,37,103,105,36,144
26163568000,26163,Michigan,Wayne County,1,2240,1110,0,0,0.00,0,0,0,0,0,0,17.7,88317,0,1,0,1,0,0,0,0,NULL,911,NULL,NULL,232,NULL,911,40.67,232,10.35,188,8.40,123,5.48,681,30.40,121,5.40,59,2.63,0,0.00,6,0.26,44,1.98,50,2.25,11,1.02,82,7.36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,790,383,578,0.258035714,1885,184,0.082142857,75,0,14,82,89,270,232
26163568200,26163,Michigan,Wayne County,1,3917,1483,0,6,0.15,0,0,0,0,0,0,6.1,72202,0,1,0,1,0,0,0,0,0,1366,0,0,179,0,1366,34.88,179,4.56,348,8.89,139,3.54,1177,30.05,111,2.84,47,1.20,0,0.00,5,0.12,26,0.67,51,1.30,0,0.00,55,3.70,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,801,890,510,0.130201685,3477,233,0.059484299,101,0,16,90,127,23,165
26163568300,26163,Michigan,Wayne County,1,4320,1835,0,5,0.12,0,1,0,0,0,1,23.6,59159,0,1,0,1,0,0,0,0,383,4222,383,82,1783,82,4222,97.74,1783,41.28,975,22.58,402,9.32,3369,77.99,615,14.23,50,1.16,0,0.00,37,0.85,152,3.51,154,3.57,86,4.66,377,20.55,383,8.86,82,1.89,76,1.76,74,1.71,342,7.91,34,0.79,1,0.01,0,0.00,1,0.02,5,0.12,13,0.30,5,0.27,32,1.77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1748,999,411,0.095138889,3457,622,0.143981481,50,0,37,154,157,90,366
26163568400,26163,Michigan,Wayne County,1,3876,1462,0,0,0.00,0,1,0,0,0,1,16.2,56154,0,1,0,1,0,0,0,0,NULL,2747,NULL,NULL,902,NULL,2747,70.86,902,23.27,711,18.35,342,8.82,2442,62.99,158,4.08,75,1.94,0,0.00,14,0.36,58,1.49,84,2.16,68,4.63,140,9.56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1150,962,477,0.123065015,3450,214,0.055211558,94,1,21,96,128,119,199
26163568500,26163,Michigan,Wayne County,1,4547,1707,0,85,1.87,0,1,0,1,1,1,35.8,36151,0,1,0,1,0,0,0,1,NULL,1865,NULL,NULL,1239,NULL,1865,41.01,1239,27.24,544,11.95,158,3.48,1452,31.92,278,6.11,6,0.13,0,0.00,21,0.47,108,2.38,126,2.77,180,10.53,289,16.93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2319,1330,371,0.081592259,3424,758,0.166703321,26,0,48,291,231,337,671
26163568700,26163,Michigan,Wayne County,1,3943,1328,0,302,7.66,0,0,0,0,0,1,13.1,52644,0,0,0,0,0,0,0,0,NULL,65,NULL,NULL,30,NULL,65,1.64,30,0.77,18,0.45,6,0.15,19,0.48,42,1.07,2,0.04,0,0.00,0,0.00,2,0.05,2,0.04,0,0.04,3,0.20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1366,1017,418,0.106010652,2612,1058,0.268323611,80,0,9,184,135,55,152
26163568800,26163,Michigan,Wayne County,1,3127,1809,0,0,0.00,0,1,0,1,1,1,29.5,43542,0,1,0,1,0,0,0,1,NULL,1055,NULL,NULL,536,NULL,1055,33.74,536,17.13,202,6.46,65,2.08,408,13.05,565,18.07,24,0.76,0,0.01,2,0.05,56,1.80,40,1.27,110,6.08,125,6.93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1582,556,231,0.073872721,1429,1457,0.465941797,78,2,6,155,112,314,352
26163568900,26163,Michigan,Wayne County,1,2796,1229,0,210,7.51,0,0,0,0,0,0,13.3,61791,0,0,0,0,0,0,0,0,NULL,453,NULL,NULL,166,NULL,453,16.20,166,5.94,28,1.00,183,6.53,388,13.89,42,1.51,13,0.46,0,0.00,2,0.07,7,0.27,12,0.41,13,1.03,20,1.66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,899,484,697,0.249284692,2366,228,0.081545064,95,2,8,97,92,50,88
26163569100,26163,Michigan,Wayne County,1,2499,965,0,0,0.00,0,0,0,0,0,0,8.2,68967,0,1,0,1,0,0,0,0,NULL,1656,NULL,NULL,454,NULL,1656,66.26,454,18.19,403,16.13,258,10.34,1571,62.85,26,1.06,8,0.32,0,0.00,9,0.36,42,1.67,63,2.53,21,2.21,68,7.09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,629,590,392,0.156862745,2363,45,0.018007203,8,0,10,73,95,50,101
26163569200,26163,Michigan,Wayne County,1,2787,1191,0,22,0.79,0,0,0,0,0,0,18.2,61685,0,1,0,1,0,0,0,0,NULL,938,NULL,NULL,375,NULL,938,33.65,375,13.45,197,7.06,140,5.02,862,30.92,39,1.41,10,0.36,0,0.00,7,0.23,20,0.73,52,1.87,37,3.09,85,7.17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,927,584,454,0.162899175,2547,116,0.041621816,22,0,22,80,131,203,263
26163569300,26163,Michigan,Wayne County,1,3861,1614,0,0,0.00,0,1,0,0,0,1,8.6,59327,0,1,0,1,0,0,0,0,NULL,2043,NULL,NULL,527,NULL,2043,52.90,527,13.66,418,10.83,371,9.62,1844,47.76,98,2.55,22,0.57,0,0.00,9,0.22,69,1.80,58,1.50,21,1.32,118,7.29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1131,835,618,0.16006216,3500,166,0.042994043,43,0,15,137,137,55,212
26163569400,26163,Michigan,Wayne County,1,2947,1157,0,5,0.17,0,0,0,0,0,0,7.2,75972,1,1,1,1,1,0,0,0,774,2947,774,176,641,176,2947,100.00,641,21.76,678,23.01,348,11.81,2656,90.13,177,6.01,31,1.05,0,0.00,8,0.27,75,2.54,66,2.24,60,5.17,62,5.37,774,26.25,176,5.97,167,5.68,95,3.22,681,23.09,63,2.14,10,0.33,0,0.00,1,0.04,19,0.65,12,0.42,16,1.41,17,1.51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,520,678,348,0.118086189,2656,177,0.060061079,31,0,8,75,66,60,61
26163569500,26163,Michigan,Wayne County,1,2662,1011,0,4,0.15,0,0,0,0,0,0,8.5,77204,0,1,0,1,0,0,0,0,NULL,2456,NULL,NULL,583,NULL,2456,92.27,583,21.92,515,19.35,306,11.50,2357,88.54,18,0.67,8,0.30,0,0.00,6,0.23,68,2.54,73,2.75,31,3.03,79,7.84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,610,570,334,0.125469572,2551,22,0.008264463,8,0,6,75,88,31,89
